Player,Player Rating,Player Nationality,Player Side,Player Result,Player First Move,Opponent,Opponent Rating,Opponent Nationality,Opponent Side,Opponent Result,Opponent First Move,Variation,Termination,Moves,Date
Dontmesswithme_2,1262,United States of America,White,Win,e4,zygfryd666,1086,Poland,Black,Resigned,e5,Game,Dontmesswithme_2 won by resignation,15.0,2014.12.07
Dontmesswithme_2,1273,United States of America,Black,Win,c5,Computer2-MEDIUM,1407,International,White,Checkmated,e4,Defense Bowdler Attack,Dontmesswithme_2 won by checkmate,61.0,2014.12.07
Dontmesswithme_2,1268,United States of America,Black,Resigned,c5,Alhos,1419,"Iran, Islamic Republic of",White,Win,e4,Defense Bowdler Attack,Alhos won by resignation,21.0,2014.12.07
Dontmesswithme_2,1280,United States of America,White,Win,e4,Computer2-MEDIUM,1426,International,Black,Checkmated,c5,Defense Open Dragon Variation 6.Be3,Dontmesswithme_2 won by checkmate,26.0,2014.12.07
Dontmesswithme_2,1275,United States of America,Black,Resigned,c5,Computer2-MEDIUM,1415,International,White,Win,e4,Defense Bowdler Attack,Computer2-MEDIUM won by resignation,19.0,2014.12.07
Dontmesswithme_2,1270,United States of America,White,Resigned,e4,Computer2-MEDIUM,1408,International,Black,Win,e5,Defense 3.d4,Computer2-MEDIUM won by resignation,41.0,2014.12.07
Dontmesswithme_2,1265,United States of America,Black,Checkmated,e5,Computer2-MEDIUM,1407,International,White,Win,c4,Opening Kings English Variation,Computer2-MEDIUM won by checkmate,32.0,2014.12.07
Dontmesswithme_2,1271,United States of America,White,Draw by repetition,d4,Computer3-HARD,1607,International,Black,Draw by repetition,d5,Gambit Accepted Old Variation,Game drawn by repetition,30.0,2014.12.07
Dontmesswithme_2,1269,United States of America,Black,Resigned,c5,Computer3-HARD,1616,International,White,Win,e4,Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,Computer3-HARD won by resignation,22.0,2014.12.07
Dontmesswithme_2,1267,United States of America,White,Resigned,d4,Computer3-HARD,1607,International,Black,Win,d5,Gambit Accepted Old Variation,Computer3-HARD won by resignation,15.0,2014.12.07
Dontmesswithme_2,1265,United States of America,White,Resigned,d4,jf3796,1642,United States of America,Black,Win,e6,Gambit Declined,jf3796 won by resignation,17.0,2014.12.07
Dontmesswithme_2,1272,United States of America,White,Win,e4,Computer1-EASY,1204,International,Black,Checkmated,d6,Defense,Dontmesswithme_2 won by checkmate,43.0,2014.12.07
Dontmesswithme_2,1282,United States of America,White,Win,d4,Computer2-MEDIUM,1352,International,Black,Checkmated,e6,Indian Defense,Dontmesswithme_2 won by checkmate,28.0,2014.12.07
Dontmesswithme_2,1288,United States of America,Black,Stalemate,c5,Computer3-HARD,1657,International,White,Stalemate,e4,Defense Open Dragon Main Line 9...Bd7,Game drawn by stalemate,48.0,2014.12.07
Dontmesswithme_2,1297,United States of America,Black,Win,e5,Computer2-MEDIUM,1335,International,White,Checkmated,e4,Pawn Opening Wayward Queen Kiddie Countergambit,Dontmesswithme_2 won by checkmate,41.0,2014.12.07
Dontmesswithme_2,1306,United States of America,White,Win,d4,Computer2-MEDIUM,1329,International,Black,Checkmated,e6,Indian Defense,Dontmesswithme_2 won by checkmate,72.0,2014.12.07
Dontmesswithme_2,690,United States of America,Black,Win,c6,JanSDJ,1330,Netherlands,White,Timeout,e4,Kann Defense Two Knights Attack,Dontmesswithme_2 won on time,30.0,2014.12.07
Dontmesswithme_2,1304,United States of America,Black,Draw by repetition,e5,Computer1-EASY,1225,International,White,Draw by repetition,c4,Pawn Opening The Whale Variation,Game drawn by repetition,35.0,2014.12.07
Dontmesswithme_2,1302,United States of America,White,Resigned,e4,Computer3-HARD,1617,International,Black,Win,e5,Game,Computer3-HARD won by resignation,7.0,2014.12.07
Dontmesswithme_2,1315,United States of America,White,Win,e4,alhorowitz,1540,United States of America,Black,Resigned,e5,Game Scotch Gambit,Dontmesswithme_2 won by resignation,27.0,2014.12.07
Dontmesswithme_2,1320,United States of America,Black,Draw by repetition,c5,Computer3-HARD,1597,International,White,Draw by repetition,e4,Defense McDonnell Attack 2...d5 3.e5,Game drawn by repetition,32.0,2014.12.07
Dontmesswithme_2,1325,United States of America,White,Draw agreed,e4,Computer3-HARD,1570,International,Black,Draw agreed,e5,Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,Game drawn by agreement,49.0,2014.12.07
Dontmesswithme_2,1325,United States of America,Black,Resigned,d5,Computer4-IMPOSSIBLE,2168,International,White,Win,d4,Gambit Declined 3.Nf3,Computer4-IMPOSSIBLE won by resignation,3.0,2014.12.07
Dontmesswithme_2,1335,United States of America,Black,Win,c5,Computer2-MEDIUM,1385,International,White,Checkmated,e4,Defense Closed 2...d6,Dontmesswithme_2 won by checkmate,51.0,2014.12.07
Dontmesswithme_2,1333,United States of America,Black,Resigned,c5,Computer3-HARD,1676,International,White,Win,e4,Defense Closed 2...d6,Computer3-HARD won by resignation,59.0,2014.12.08
Dontmesswithme_2,1327,United States of America,White,Resigned,d4,Computer2-MEDIUM,1417,International,Black,Win,Nc6,Pawn Opening Mikenas Defense 2.c4 e5,Computer2-MEDIUM won by resignation,15.0,2014.12.08
Dontmesswithme_2,1324,United States of America,White,Resigned,e4,Raokoyi,1602,India,Black,Win,e5,Defense 3.d4 Bg4 4.dxe5,Raokoyi won by resignation,19.0,2014.12.08
Dontmesswithme_2,1322,United States of America,White,Resigned,e4,Computer3-HARD,1701,International,Black,Win,c5,Defense Open Lowenthal Variation,Computer3-HARD won by resignation,8.0,2014.12.08
Dontmesswithme_2,1336,United States of America,Black,Win,c5,Computer3-HARD,1661,International,White,Checkmated,e4,Defense Closed 2...d6,Dontmesswithme_2 won by checkmate,63.0,2014.12.08
Dontmesswithme_2,1336,United States of America,White,Resigned,e4,Computer4-IMPOSSIBLE,2152,International,Black,Win,Nf6,Defense Maroczy Variation,Computer4-IMPOSSIBLE won by resignation,24.0,2014.12.08
Dontmesswithme_2,1336,United States of America,White,Checkmated,e4,KramK,1551,United Kingdom of Great Britain and Northern Ireland,Black,Win,e5,Defense Exchange Morphy Gambit,KramK won by checkmate,41.0,2014.12.12
Dontmesswithme_2,1327,United States of America,White,Resigned,e4,Computer1-EASY,1323,International,Black,Win,e5,Game,Computer1-EASY won by resignation,23.0,2014.12.13
Dontmesswithme_2,1335,United States of America,Black,Win,c5,Computer1-EASY,1304,International,White,Checkmated,e4,Defense Bowdler Attack,Dontmesswithme_2 won by checkmate,34.0,2014.12.13
Dontmesswithme_2,1326,United States of America,White,Abandoned,f4,Computer1-EASY,1289,International,Black,Win,d5,Pawn Opening Mason Attack,Computer1-EASY won - game abandoned,13.0,2014.12.13
Dontmesswithme_2,687,United States of America,Black,Checkmated,d5,Computer2-MEDIUM,1284,International,White,Win,e4,Opening Tennison Gambit,Computer2-MEDIUM won by checkmate,19.0,2014.12.13
Dontmesswithme_2,684,United States of America,Black,Timeout,e6,Computer1-EASY,1308,International,White,Win,d4,Defense Normal Variation,Computer1-EASY won on time,49.0,2014.12.13
Dontmesswithme_2,681,United States of America,White,Timeout,d4,Computer1-EASY,1308,International,Black,Win,d5,Gambit Accepted Old Variation,Computer1-EASY won on time,27.0,2014.12.13
Dontmesswithme_2,1340,United States of America,White,Win,e4,Computer3-HARD,1654,International,Black,Checkmated,Nc6,Defense,Dontmesswithme_2 won by checkmate,69.0,2014.12.13
Dontmesswithme_2,1338,United States of America,Black,Resigned,c5,Computer3-HARD,1663,International,White,Win,e4,Defense Open Dragon Main Line 9...Bd7,Computer3-HARD won by resignation,19.0,2014.12.13
Dontmesswithme_2,1336,United States of America,White,Resigned,e4,Computer3-HARD,1674,International,Black,Win,c5,Defense Open Variation,Computer3-HARD won by resignation,50.0,2014.12.13
Dontmesswithme_2,1336,United States of America,Black,Checkmated,c5,Computer4-IMPOSSIBLE,2185,International,White,Win,Nf3,Defense 2.Nf3,Computer4-IMPOSSIBLE won by checkmate,27.0,2014.12.13
Dontmesswithme_2,1336,United States of America,White,Resigned,e4,Computer4-IMPOSSIBLE,2185,International,Black,Win,g6,Defense Bishop Attack,Computer4-IMPOSSIBLE won by resignation,7.0,2014.12.13
Dontmesswithme_2,1345,United States of America,White,Win,d4,Computer2-MEDIUM,1352,International,Black,Checkmated,e6,Gambit Declined,Dontmesswithme_2 won by checkmate,24.0,2014.12.13
Dontmesswithme_2,1337,United States of America,Black,Resigned,c5,Computer2-MEDIUM,1360,International,White,Win,e4,Defense Open Dragon Variation,Computer2-MEDIUM won by resignation,12.0,2014.12.13
Dontmesswithme_2,1342,United States of America,Black,Win,d6,Computer1-EASY,1218,International,White,Checkmated,a3,Opening,Dontmesswithme_2 won by checkmate,30.0,2014.12.13
Dontmesswithme_2,1335,United States of America,White,Resigned,e4,Computer2-MEDIUM,1392,International,Black,Win,d5,Defense Mieses Kotrc Variation 3.Nc3 Qd8,Computer2-MEDIUM won by resignation,37.0,2014.12.13
Dontmesswithme_2,1328,United States of America,Black,Checkmated,d5,Computer2-MEDIUM,1406,International,White,Win,e4,Defense Modern Variation,Computer2-MEDIUM won by checkmate,25.0,2014.12.13
Dontmesswithme_2,1326,United States of America,Black,Checkmated,c5,Computer3-HARD,1647,International,White,Win,e4,Defense 2.Nf3 d6,Computer3-HARD won by checkmate,12.0,2014.12.13
Dontmesswithme_2,1324,United States of America,White,Resigned,e4,Computer3-HARD,1649,International,Black,Win,e5,Defense 3.d4 Bg4 4.dxe5,Computer3-HARD won by resignation,25.0,2014.12.13
Dontmesswithme_2,1333,United States of America,White,Win,e4,Computer2-MEDIUM,1372,International,Black,Checkmated,e5,Game,Dontmesswithme_2 won by checkmate,55.0,2014.12.13
Dontmesswithme_2,1326,United States of America,Black,Resigned,d6,Computer2-MEDIUM,1380,International,White,Win,Nc3,Defense 2.Nc3,Computer2-MEDIUM won by resignation,51.0,2014.12.13
Dontmesswithme_2,1331,United States of America,Black,Stalemate,c5,Computer3-HARD,1597,International,White,Stalemate,e4,Defense Closed 2...d6,Game drawn by stalemate,72.0,2014.12.13
Dontmesswithme_2,1342,United States of America,White,Win,e4,RoBoCuP1,1463,Morocco,Black,Checkmated,e6,Defense Exchange Variation 3...Qxd5,Dontmesswithme_2 won by checkmate,56.0,2014.12.13
Dontmesswithme_2,1340,United States of America,White,Resigned,e4,Computer3-HARD,1660,International,Black,Win,d5,Defense Mieses Kotrc Variation 3.Nc3,Computer3-HARD won by resignation,21.0,2014.12.14
Dontmesswithme_2,1333,United States of America,White,Resigned,e4,Computer2-MEDIUM,1370,International,Black,Win,Nf6,Defense 2.Nc3 Nf6,Computer2-MEDIUM won by resignation,26.0,2014.12.14
Dontmesswithme_2,1334,United States of America,Black,Stalemate,c5,Computer2-MEDIUM,1355,International,White,Stalemate,e4,Defense Delayed Alapin Variation,Game drawn by stalemate,61.0,2014.12.14
Dontmesswithme_2,1334,United States of America,Black,Resigned,d5,Computer4-IMPOSSIBLE,2148,International,White,Win,d4,Pawn Opening 1...d5,Computer4-IMPOSSIBLE won by resignation,16.0,2014.12.14
Dontmesswithme_2,1334,United States of America,White,Resigned,e4,Computer4-IMPOSSIBLE,2153,International,Black,Win,d6,Defense Main Line 4.Be3,Computer4-IMPOSSIBLE won by resignation,23.0,2014.12.14
Dontmesswithme_2,1330,United States of America,Black,Resigned,c5,prs46,1519,India,White,Win,e4,Defense 2.Nf3 d6,prs46 won by resignation,40.0,2014.12.14
Dontmesswithme_2,1337,United States of America,Black,Win,c5,Max326,1283,Poland,White,Resigned,e4,Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,Dontmesswithme_2 won by resignation,31.0,2014.12.14
Dontmesswithme_2,1334,United States of America,Black,Resigned,c5,Computer3-HARD,1632,International,White,Win,e4,Defense Alapin Variation Barmen Defense,Computer3-HARD won by resignation,6.0,2014.12.14
Dontmesswithme_2,1343,United States of America,White,Win,e4,Computer2-MEDIUM,1372,International,Black,Checkmated,e5,Game,Dontmesswithme_2 won by checkmate,56.0,2014.12.14
Dontmesswithme_2,673,United States of America,White,Checkmated,d4,Computer1-EASY,1077,International,Black,Win,e5,Gambit 2.dxe5 Nc6,Computer1-EASY won by checkmate,24.0,2014.12.14
Dontmesswithme_2,1335,United States of America,Black,Checkmated,Nf6,Computer2-MEDIUM,1351,International,White,Win,d4,Game Paleface Attack,Computer2-MEDIUM won by checkmate,12.0,2014.12.14
Dontmesswithme_2,1327,United States of America,White,Checkmated,e4,Computer2-MEDIUM,1345,International,Black,Win,e5,Defense Classical Cochrane Bishop Check Line,Computer2-MEDIUM won by checkmate,57.0,2014.12.14
Dontmesswithme_2,1320,United States of America,Black,Checkmated,c5,Computer2-MEDIUM,1361,International,White,Win,e4,Defense Bowdler Attack,Computer2-MEDIUM won by checkmate,28.0,2014.12.14
Dontmesswithme_2,1329,United States of America,White,Win,d4,Computer2-MEDIUM,1344,International,Black,Checkmated,d5,Gambit Accepted Old Variation,Dontmesswithme_2 won by checkmate,24.0,2014.12.14
Dontmesswithme_2,1329,United States of America,Black,Checkmated,e5,Computer4-IMPOSSIBLE,2180,International,White,Win,c3,Opening 1...e5,Computer4-IMPOSSIBLE won by checkmate,15.0,2014.12.14
Dontmesswithme_2,1329,United States of America,White,Resigned,e4,Computer4-IMPOSSIBLE,2182,International,Black,Win,c6,Kann Defense Panov Attack...5.Nc3 e6 6.Nf3 Bb4,Computer4-IMPOSSIBLE won by resignation,11.0,2014.12.14
Dontmesswithme_2,1327,United States of America,White,Resigned,e4,Computer3-HARD,1676,International,Black,Win,c5,Defense Open Lowenthal Variation,Computer3-HARD won by resignation,11.0,2014.12.14
Dontmesswithme_2,1341,United States of America,Black,Win,c5,Computer3-HARD,1660,International,White,Checkmated,Nf3,Opening Sicilian Invitation 2.d4 cxd4,Dontmesswithme_2 won by checkmate,37.0,2014.12.14
Dontmesswithme_2,1339,United States of America,White,Resigned,e4,Computer3-HARD,1663,International,Black,Win,e5,Defense Exchange Variation 4.Nxd4,Computer3-HARD won by resignation,22.0,2014.12.14
Dontmesswithme_2,1337,United States of America,Black,Resigned,c5,Computer3-HARD,1679,International,White,Win,e4,Defense Staunton Cochrane Variation 2...d6,Computer3-HARD won by resignation,38.0,2014.12.14
Dontmesswithme_2,1335,United States of America,White,Resigned,e4,Computer3-HARD,1673,International,Black,Win,e5,Game Scotch Gambit Haxo Gambit 5.c3,Computer3-HARD won by resignation,14.0,2014.12.14
Dontmesswithme_2,1335,United States of America,Black,Resigned,d5,Computer4-IMPOSSIBLE,2179,International,White,Win,Nf3,Pawn Opening Zukertort Variation,Computer4-IMPOSSIBLE won by resignation,9.0,2014.12.14
Dontmesswithme_2,1344,United States of America,White,Win,e4,pepbo,1351,Catalonia,Black,Checkmated,h5,Pawn Opening Goldsmith Picklepuss Defense,Dontmesswithme_2 won by checkmate,45.0,2014.12.15
Dontmesswithme_2,1352,United States of America,Black,Win,d5,Computer2-MEDIUM,1349,International,White,Checkmated,e3,Pawn Opening 1...d5 2.e3,Dontmesswithme_2 won by checkmate,38.0,2014.12.18
Dontmesswithme_2,1349,United States of America,Black,Resigned,c5,Computer3-HARD,1613,International,White,Win,e4,Defense 2.Nf3 d6,Computer3-HARD won by resignation,22.0,2014.12.18
Dontmesswithme_2,1349,United States of America,White,Resigned,e4,Computer4-IMPOSSIBLE,2197,International,Black,Win,c5,Defense Hyperaccelerated Dragon Fianchetto Variation 3...cxd4 4.Nxd4,Computer4-IMPOSSIBLE won by resignation,10.0,2014.12.18
Dontmesswithme_2,1357,United States of America,White,Win,e4,Computer2-MEDIUM,1357,International,Black,Checkmated,d5,Defense Modern Variation,Dontmesswithme_2 won by checkmate,36.0,2014.12.18
Dontmesswithme_2,1354,United States of America,White,Resigned,e4,Computer3-HARD,1621,International,Black,Win,e5,Game,Computer3-HARD won by resignation,15.0,2014.12.18
Dontmesswithme_2,1351,United States of America,Black,Abandoned,c5,Computer3-HARD,1629,International,White,Win,e4,Defense Canal Main Line 4.Bxd7,Computer3-HARD won - game abandoned,4.0,2014.12.18
Dontmesswithme_2,1349,United States of America,White,Resigned,e4,Computer3-HARD,1684,International,Black,Win,e5,Game Scotch Gambit,Computer3-HARD won by resignation,22.0,2014.12.19
Dontmesswithme_2,1363,United States of America,Black,Win,c5,Computer3-HARD,1654,International,White,Checkmated,e4,Defense 2.Nf3 d6,Dontmesswithme_2 won by checkmate,46.0,2014.12.19
Dontmesswithme_2,1361,United States of America,White,Resigned,e4,Computer3-HARD,1687,International,Black,Win,e5,Game Scotch Gambit,Computer3-HARD won by resignation,27.0,2014.12.19
Dontmesswithme_2,1366,United States of America,Black,Win,c5,_af_,1194,United States of America,White,Resigned,e4,Defense 2.Nf3 d6,Dontmesswithme_2 won by resignation,23.0,2014.12.19
Dontmesswithme_2,1360,United States of America,White,Resigned,e4,halpernjb,1448,United States of America,Black,Win,c5,Defense Open Dragon Yugoslav Attack 7...O O,halpernjb won by resignation,32.0,2014.12.20
Dontmesswithme_2,1371,United States of America,White,Win,e4,maricaioan,1505,Romania,Black,Checkmated,e5,Defense Classical Variation,Dontmesswithme_2 won by checkmate,67.0,2014.12.20
Dontmesswithme_2,1368,United States of America,Black,Resigned,c5,Computer3-HARD,1616,International,White,Win,e4,Defense Bowdler Attack,Computer3-HARD won by resignation,13.0,2014.12.20
Dontmesswithme_2,1368,United States of America,Black,Abandoned,Nc6,Computer4-IMPOSSIBLE,2158,International,White,Win,Nf3,Pawn Opening Mikenas Defense 2.Nf3,Computer4-IMPOSSIBLE won - game abandoned,11.0,2014.12.20
Dontmesswithme_2,1378,United States of America,Black,Win,d5,Hannes10,1467,Germany,White,Checkmated,d4,Gambit Declined Three Knights Semi Tarrasch Defense 5.e3 Nc6,Dontmesswithme_2 won by checkmate,65.0,2014.12.21
Dontmesswithme_2,1371,United States of America,Black,Timeout,d5,Computer2-MEDIUM,1450,International,White,Win,e3,Pawn Opening 1...d5 2.e3,Computer2-MEDIUM won on time,23.0,2014.12.21
Dontmesswithme_2,1381,United States of America,White,Win,e4,Computer2-MEDIUM,1434,International,Black,Checkmated,f6,Pawn Opening Barnes Defense 2.d4,Dontmesswithme_2 won by checkmate,24.0,2014.12.21
